ticket_no,request_id,requestor_seniority,filed_against,ticket_type,severity,priority,max_day,severity_score,priority_score,risk_score,high_risk
32419,1051,4 - Management,Software,Request,2 - Normal,3 - High,10,2,3,23,1
32420,355,4 - Management,Systems,Issue,2 - Normal,1 - Low,3,2,1,7,0
32421,633,4 - Management,Systems,Request,2 - Normal,3 - High,11,2,3,25,1
32422,468,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32423,680,1 - Junior,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
32424,971,1 - Junior,Systems,Request,2 - Normal,1 - Low,8,2,1,17,1
32425,518,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32426,102,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
32427,513,4 - Management,Hardware,Issue,2 - Normal,3 - High,5,2,3,13,1
32428,915,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
32429,694,2 - Regular,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32430,1516,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32431,1070,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
32432,170,3 - Senior,Hardware,Issue,2 - Normal,0 - Unassigned,7,2,0,14,1
32433,986,2 - Regular,Systems,Issue,1 - Minor,3 - High,2,1,3,5,0
32434,1127,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32435,474,2 - Regular,Systems,Request,2 - Normal,2 - Medium,14,2,2,30,1
32436,628,1 - Junior,Systems,Issue,2 - Normal,1 - Low,9,2,1,19,1
32437,1301,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
32438,867,3 - Senior,Software,Issue,2 - Normal,3 - High,10,2,3,23,1
32439,889,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32440,1246,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
32441,1522,2 - Regular,Systems,Request,2 - Normal,3 - High,9,2,3,21,1
32442,67,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
32443,1897,2 - Regular,Software,Request,2 - Normal,2 - Medium,5,2,2,12,1
32444,517,2 - Regular,Systems,Issue,2 - Normal,3 - High,12,2,3,27,1
32445,287,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32446,1941,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
32447,1611,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32448,1120,4 - Management,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32449,208,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32450,699,1 - Junior,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
32451,1474,3 - Senior,Software,Request,2 - Normal,2 - Medium,4,2,2,10,0
32452,1686,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,7,2,0,14,1
32453,78,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32454,325,4 - Management,Systems,Issue,2 - Normal,3 - High,18,2,3,39,1
32455,871,2 - Regular,Systems,Issue,1 - Minor,0 - Unassigned,2,1,0,2,0
32456,557,2 - Regular,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32457,1831,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32458,490,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32459,489,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32460,1735,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
32461,784,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32462,1911,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32463,522,2 - Regular,Software,Issue,2 - Normal,3 - High,1,2,3,5,0
32464,1170,2 - Regular,Systems,Issue,2 - Normal,1 - Low,4,2,1,9,0
32465,720,4 - Management,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32466,1993,4 - Management,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32467,1043,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32468,1211,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,25,2,0,50,1
32469,1632,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32470,1120,4 - Management,Systems,Request,2 - Normal,3 - High,18,2,3,39,1
32471,973,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32472,1122,3 - Senior,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
32473,131,2 - Regular,Software,Issue,2 - Normal,1 - Low,3,2,1,7,0
32474,1742,3 - Senior,Systems,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
32475,1980,4 - Management,Software,Request,2 - Normal,3 - High,10,2,3,23,1
32476,969,3 - Senior,Systems,Request,2 - Normal,2 - Medium,13,2,2,28,1
32477,778,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32478,1261,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32479,1444,4 - Management,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32480,1485,3 - Senior,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
32481,1148,2 - Regular,Systems,Request,3 - Major,0 - Unassigned,6,3,0,18,1
32482,1133,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32483,1863,2 - Regular,Software,Request,2 - Normal,1 - Low,10,2,1,21,1
32484,1074,2 - Regular,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
32485,370,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32486,1440,2 - Regular,Systems,Request,2 - Normal,1 - Low,26,2,1,53,1
32487,1610,2 - Regular,Software,Request,2 - Normal,2 - Medium,6,2,2,14,1
32488,619,1 - Junior,Hardware,Request,2 - Normal,1 - Low,10,2,1,21,1
32489,1736,1 - Junior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32490,366,1 - Junior,Access/Login,Issue,1 - Minor,0 - Unassigned,0,1,0,0,0
32491,1407,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32492,1810,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32493,565,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32494,1684,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
32495,1241,2 - Regular,Software,Request,4 - Critical,3 - High,5,4,3,23,1
32496,318,1 - Junior,Systems,Request,2 - Normal,1 - Low,16,2,1,33,1
32497,1547,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32498,506,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,17,2,0,34,1
32499,951,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
32500,730,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32501,40,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32502,577,1 - Junior,Access/Login,Issue,3 - Major,2 - Medium,1,3,2,5,0
32503,1728,3 - Senior,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
32504,1183,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32505,1144,3 - Senior,Systems,Request,2 - Normal,3 - High,13,2,3,29,1
32506,29,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32507,1635,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32508,1720,3 - Senior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32509,1211,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
32510,602,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32511,489,2 - Regular,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
32512,621,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32513,603,1 - Junior,Hardware,Request,2 - Normal,1 - Low,11,2,1,23,1
32514,248,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
32515,1212,4 - Management,Access/Login,Issue,4 - Critical,0 - Unassigned,1,4,0,4,0
32516,538,1 - Junior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32517,1334,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32518,1261,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,4,2,2,10,0
32519,1929,1 - Junior,Access/Login,Request,3 - Major,1 - Low,1,3,1,4,0
32520,1531,4 - Management,Systems,Issue,1 - Minor,3 - High,3,1,3,6,0
32521,1759,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
32522,265,2 - Regular,Software,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
32523,1081,2 - Regular,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32524,1825,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
32525,507,2 - Regular,Systems,Request,2 - Normal,1 - Low,8,2,1,17,1
32526,113,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32527,1863,2 - Regular,Systems,Request,2 - Normal,1 - Low,27,2,1,55,1
32528,59,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32529,332,2 - Regular,Systems,Request,2 - Normal,3 - High,12,2,3,27,1
32530,501,1 - Junior,Access/Login,Issue,2 - Normal,1 - Low,1,2,1,3,0
32531,1781,4 - Management,Systems,Request,2 - Normal,3 - High,23,2,3,49,1
32532,720,4 - Management,Software,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32533,1969,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32534,1882,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32535,1295,4 - Management,Software,Request,2 - Normal,3 - High,2,2,3,7,0
32536,431,4 - Management,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
32537,1061,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
32538,1917,4 - Management,Systems,Issue,2 - Normal,3 - High,4,2,3,11,1
32539,1069,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32540,809,4 - Management,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
32541,251,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32542,1425,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32543,1116,4 - Management,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
32544,1693,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32545,1504,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,25,2,0,50,1
32546,195,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32547,319,1 - Junior,Systems,Issue,0 - Unclassified,1 - Low,2,0,1,1,0
32548,1906,2 - Regular,Software,Request,2 - Normal,1 - Low,8,2,1,17,1
32549,1586,2 - Regular,Software,Request,2 - Normal,3 - High,18,2,3,39,1
32550,949,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
32551,1995,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32552,1668,1 - Junior,Systems,Request,2 - Normal,2 - Medium,14,2,2,30,1
32553,472,2 - Regular,Systems,Request,2 - Normal,2 - Medium,5,2,2,12,1
32554,1292,1 - Junior,Systems,Issue,3 - Major,1 - Low,3,3,1,10,0
32555,310,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
32556,1714,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32557,1247,3 - Senior,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
32558,1915,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32559,1248,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,4,2,0,8,0
32560,220,1 - Junior,Systems,Request,2 - Normal,1 - Low,20,2,1,41,1
32561,597,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32562,297,1 - Junior,Systems,Issue,2 - Normal,1 - Low,3,2,1,7,0
32563,1635,4 - Management,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32564,1943,1 - Junior,Access/Login,Request,1 - Minor,2 - Medium,0,1,2,2,0
32565,868,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
32566,1496,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32567,1866,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32568,1704,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,3,2,2,8,0
32569,1480,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,1,2,1,3,0
32570,1972,2 - Regular,Hardware,Issue,2 - Normal,1 - Low,12,2,1,25,1
32571,1563,2 - Regular,Access/Login,Request,2 - Normal,3 - High,2,2,3,7,0
32572,1097,2 - Regular,Hardware,Request,2 - Normal,2 - Medium,33,2,2,68,1
32573,1224,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,12,2,0,24,1
32574,1990,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32575,722,1 - Junior,Hardware,Request,2 - Normal,3 - High,12,2,3,27,1
32576,536,2 - Regular,Software,Issue,2 - Normal,3 - High,1,2,3,5,0
32577,354,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32578,105,4 - Management,Software,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32579,459,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,19,2,0,38,1
32580,1100,2 - Regular,Systems,Request,2 - Normal,1 - Low,19,2,1,39,1
32581,582,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32582,1551,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32583,6,3 - Senior,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32584,912,1 - Junior,Systems,Request,2 - Normal,1 - Low,14,2,1,29,1
32585,143,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
32586,1436,3 - Senior,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
32587,733,1 - Junior,Systems,Request,3 - Major,3 - High,15,3,3,48,1
32588,1732,2 - Regular,Hardware,Request,2 - Normal,0 - Unassigned,11,2,0,22,1
32589,411,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,5,2,0,10,0
32590,913,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
32591,79,1 - Junior,Systems,Issue,4 - Critical,1 - Low,4,4,1,17,1
32592,1604,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32593,1985,2 - Regular,Access/Login,Issue,2 - Normal,1 - Low,0,2,1,1,0
32594,1055,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32595,154,2 - Regular,Systems,Issue,2 - Normal,1 - Low,2,2,1,5,0
32596,933,2 - Regular,Systems,Request,2 - Normal,2 - Medium,19,2,2,40,1
32597,922,2 - Regular,Systems,Request,2 - Normal,1 - Low,7,2,1,15,1
32598,1310,2 - Regular,Systems,Request,2 - Normal,1 - Low,21,2,1,43,1
32599,893,4 - Management,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
32600,1103,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32601,1905,3 - Senior,Hardware,Request,2 - Normal,3 - High,28,2,3,59,1
32602,637,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,9,2,0,18,1
32603,101,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32604,1093,2 - Regular,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32605,409,1 - Junior,Access/Login,Request,3 - Major,1 - Low,0,3,1,1,0
32606,1782,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32607,349,2 - Regular,Systems,Request,2 - Normal,1 - Low,5,2,1,11,1
32608,234,4 - Management,Software,Request,2 - Normal,3 - High,4,2,3,11,1
32609,636,3 - Senior,Hardware,Issue,3 - Major,3 - High,6,3,3,21,1
32610,1169,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,7,2,0,14,1
32611,56,1 - Junior,Systems,Request,3 - Major,1 - Low,6,3,1,19,1
32612,1975,4 - Management,Systems,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32613,1876,4 - Management,Systems,Issue,2 - Normal,2 - Medium,3,2,2,8,0
32614,181,2 - Regular,Software,Issue,2 - Normal,1 - Low,2,2,1,5,0
32615,1481,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,2,2,0,4,0
32616,660,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
32617,1931,2 - Regular,Systems,Request,2 - Normal,2 - Medium,14,2,2,30,1
32618,1930,2 - Regular,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
32619,674,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32620,54,2 - Regular,Software,Request,3 - Major,2 - Medium,4,3,2,14,1
32621,1900,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32622,1006,4 - Management,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
32623,304,4 - Management,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
32624,1562,4 - Management,Software,Issue,2 - Normal,0 - Unassigned,1,2,0,2,0
32625,476,3 - Senior,Systems,Issue,2 - Normal,2 - Medium,2,2,2,6,0
32626,1618,4 - Management,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
32627,1503,1 - Junior,Software,Request,2 - Normal,1 - Low,13,2,1,27,1
32628,784,2 - Regular,Software,Issue,1 - Minor,3 - High,6,1,3,9,0
32629,1905,3 - Senior,Systems,Issue,2 - Normal,3 - High,7,2,3,17,1
32630,1201,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,3,2,0,6,0
32631,1941,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32632,596,4 - Management,Systems,Request,2 - Normal,3 - High,13,2,3,29,1
32633,301,3 - Senior,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
32634,1327,2 - Regular,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32635,80,2 - Regular,Access/Login,Request,2 - Normal,2 - Medium,1,2,2,4,0
32636,434,3 - Senior,Systems,Request,4 - Critical,3 - High,8,4,3,35,1
32637,890,2 - Regular,Software,Request,2 - Normal,3 - High,4,2,3,11,1
32638,1215,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32639,543,1 - Junior,Systems,Request,2 - Normal,1 - Low,17,2,1,35,1
32640,299,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
32641,1756,1 - Junior,Systems,Request,2 - Normal,1 - Low,8,2,1,17,1
32642,224,3 - Senior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32643,1625,1 - Junior,Access/Login,Request,1 - Minor,1 - Low,0,1,1,1,0
32644,1855,4 - Management,Systems,Request,2 - Normal,3 - High,8,2,3,19,1
32645,1734,1 - Junior,Systems,Request,2 - Normal,2 - Medium,6,2,2,14,1
32646,600,4 - Management,Access/Login,Request,3 - Major,3 - High,2,3,3,9,0
32647,514,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,14,2,0,28,1
32648,650,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32649,337,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,2,2,1,5,0
32650,1284,2 - Regular,Systems,Request,2 - Normal,3 - High,18,2,3,39,1
32651,851,1 - Junior,Software,Request,2 - Normal,0 - Unassigned,3,2,0,6,0
32652,1777,3 - Senior,Hardware,Request,2 - Normal,0 - Unassigned,35,2,0,70,1
32653,527,2 - Regular,Software,Request,2 - Normal,1 - Low,11,2,1,23,1
32654,1275,1 - Junior,Systems,Request,3 - Major,1 - Low,14,3,1,43,1
32655,268,1 - Junior,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32656,484,4 - Management,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32657,1935,2 - Regular,Software,Request,2 - Normal,3 - High,4,2,3,11,1
32658,1623,2 - Regular,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
32659,247,2 - Regular,Systems,Issue,3 - Major,3 - High,6,3,3,21,1
32660,1766,1 - Junior,Hardware,Request,2 - Normal,1 - Low,31,2,1,63,1
32661,949,2 - Regular,Systems,Request,2 - Normal,1 - Low,13,2,1,27,1
32662,557,2 - Regular,Systems,Issue,2 - Normal,0 - Unassigned,2,2,0,4,0
32663,1240,1 - Junior,Hardware,Request,2 - Normal,2 - Medium,32,2,2,66,1
32664,1703,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32665,274,2 - Regular,Software,Request,2 - Normal,3 - High,3,2,3,9,0
32666,1209,4 - Management,Software,Request,2 - Normal,3 - High,4,2,3,11,1
32667,1727,1 - Junior,Access/Login,Issue,2 - Normal,2 - Medium,0,2,2,2,0
32668,270,1 - Junior,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
32669,1752,3 - Senior,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32670,763,4 - Management,Systems,Issue,2 - Normal,3 - High,2,2,3,7,0
32671,1836,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32672,1107,2 - Regular,Software,Request,2 - Normal,3 - High,8,2,3,19,1
32673,1358,2 - Regular,Systems,Issue,2 - Normal,1 - Low,1,2,1,3,0
32674,1384,3 - Senior,Hardware,Request,2 - Normal,3 - High,12,2,3,27,1
32675,1273,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,1,2,0,2,0
32676,329,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32677,1320,1 - Junior,Systems,Request,2 - Normal,1 - Low,19,2,1,39,1
32678,1580,2 - Regular,Software,Request,1 - Minor,0 - Unassigned,2,1,0,2,0
32679,1811,1 - Junior,Systems,Issue,2 - Normal,1 - Low,3,2,1,7,0
32680,1190,2 - Regular,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
32681,293,4 - Management,Software,Request,2 - Normal,0 - Unassigned,4,2,0,8,0
32682,1820,1 - Junior,Software,Request,2 - Normal,3 - High,6,2,3,15,1
32683,309,1 - Junior,Systems,Request,3 - Major,2 - Medium,6,3,2,20,1
32684,1840,1 - Junior,Systems,Issue,2 - Normal,0 - Unassigned,5,2,0,10,0
32685,616,3 - Senior,Hardware,Request,3 - Major,3 - High,28,3,3,87,1
32686,807,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,8,2,0,16,1
32687,1076,2 - Regular,Software,Issue,2 - Normal,2 - Medium,1,2,2,4,0
32688,254,1 - Junior,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32689,1387,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32690,315,2 - Regular,Access/Login,Request,1 - Minor,2 - Medium,0,1,2,2,0
32691,865,1 - Junior,Systems,Issue,2 - Normal,2 - Medium,8,2,2,18,1
32692,1984,2 - Regular,Systems,Issue,2 - Normal,2 - Medium,4,2,2,10,0
32693,1247,3 - Senior,Systems,Request,2 - Normal,3 - High,5,2,3,13,1
32694,1088,2 - Regular,Access/Login,Request,2 - Normal,0 - Unassigned,0,2,0,0,0
32695,395,4 - Management,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32696,1552,1 - Junior,Hardware,Request,1 - Minor,1 - Low,24,1,1,25,1
32697,1701,1 - Junior,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32698,1312,4 - Management,Hardware,Request,2 - Normal,3 - High,41,2,3,85,1
32699,1744,4 - Management,Hardware,Request,2 - Normal,3 - High,25,2,3,53,1
32700,822,2 - Regular,Software,Issue,2 - Normal,2 - Medium,5,2,2,12,1
32701,883,1 - Junior,Systems,Issue,2 - Normal,1 - Low,1,2,1,3,0
32702,58,1 - Junior,Software,Issue,2 - Normal,3 - High,0,2,3,3,0
32703,109,4 - Management,Access/Login,Issue,2 - Normal,0 - Unassigned,0,2,0,0,0
32704,1499,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32705,180,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32706,1120,4 - Management,Systems,Request,2 - Normal,2 - Medium,8,2,2,18,1
32707,505,2 - Regular,Systems,Request,2 - Normal,3 - High,6,2,3,15,1
32708,464,2 - Regular,Systems,Issue,2 - Normal,3 - High,1,2,3,5,0
32709,1989,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32710,159,3 - Senior,Software,Request,2 - Normal,0 - Unassigned,13,2,0,26,1
32711,910,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32712,509,1 - Junior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32713,1579,2 - Regular,Systems,Request,2 - Normal,0 - Unassigned,15,2,0,30,1
32714,484,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32715,1799,4 - Management,Hardware,Request,2 - Normal,3 - High,10,2,3,23,1
32716,147,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32717,1459,1 - Junior,Access/Login,Request,2 - Normal,1 - Low,0,2,1,1,0
32718,275,2 - Regular,Software,Request,2 - Normal,3 - High,7,2,3,17,1
32719,1694,3 - Senior,Access/Login,Request,2 - Normal,3 - High,2,2,3,7,0
32720,124,3 - Senior,Access/Login,Request,2 - Normal,3 - High,1,2,3,5,0
32721,377,3 - Senior,Systems,Request,2 - Normal,3 - High,7,2,3,17,1
32722,1789,2 - Regular,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32723,1086,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,5,2,0,10,0
32724,1532,3 - Senior,Hardware,Request,2 - Normal,3 - High,11,2,3,25,1
32725,1878,1 - Junior,Hardware,Request,2 - Normal,1 - Low,13,2,1,27,1
32726,1544,2 - Regular,Hardware,Request,2 - Normal,3 - High,15,2,3,33,1
32727,1781,4 - Management,Systems,Request,2 - Normal,0 - Unassigned,6,2,0,12,1
32728,713,4 - Management,Access/Login,Request,2 - Normal,3 - High,0,2,3,3,0
32729,410,2 - Regular,Access/Login,Request,3 - Major,3 - High,0,3,3,3,0
32730,763,4 - Management,Software,Request,3 - Major,0 - Unassigned,8,3,0,24,1
32731,1912,2 - Regular,Access/Login,Issue,2 - Normal,3 - High,0,2,3,3,0
32732,1946,2 - Regular,Systems,Request,2 - Normal,2 - Medium,15,2,2,32,1
32733,1861,1 - Junior,Software,Issue,2 - Normal,0 - Unassigned,6,2,0,12,1
32734,1336,2 - Regular,Systems,Issue,3 - Major,1 - Low,3,3,1,10,0
32735,946,1 - Junior,Systems,Request,2 - Normal,1 - Low,15,2,1,31,1
32736,1464,3 - Senior,Access/Login,Request,2 - Normal,2 - Medium,0,2,2,2,0
32737,730,2 - Regular,Software,Issue,2 - Normal,3 - High,7,2,3,17,1
